grid_lat,grid_lon,latitude,longitude,detection_count,unique_days,first_detection,last_detection,detections_per_day
33.2,-86.80000000000001,33.365144,-86.788304,5,2,2025-10-12,2025-10-13,2.5
48.0,-79.2,48.253147999999996,-79.02512800000002,5,2,2025-10-12,2025-10-13,2.5
28.0,-97.60000000000001,28.058822000000003,-97.439632,5,2,2025-10-12,2025-10-13,2.5
26.0,-92.80000000000001,26.298664000000002,-92.52212800000001,5,2,2025-10-12,2025-10-13,2.5
32.0,-102.0,32.283888000000005,-101.827248,5,2,2025-10-12,2025-10-13,2.5
33.2,-87.2,33.338646,-86.839274,5,2,2025-10-12,2025-10-13,2.5
34.800000000000004,-90.4,35.048516000000006,-90.165404,5,2,2025-10-12,2025-10-13,2.5
36.0,-90.4,36.01744,-90.395792,5,1,2025-10-12,2025-10-12,5.0
40.0,-80.80000000000001,40.311568,-80.60960399999999,5,1,2025-10-12,2025-10-12,5.0
29.6,-90.0,29.735056000000004,-89.92172000000001,5,2,2025-10-12,2025-10-13,2.5
38.0,-122.4,38.053067999999996,-122.12715399999999,5,2,2025-10-12,2025-10-13,2.5
41.6,-83.60000000000001,41.651718,-83.484628,5,2,2025-10-12,2025-10-13,2.5
45.6,-73.60000000000001,45.839734,-73.253496,5,2,2025-10-12,2025-10-13,2.5
36.800000000000004,-89.60000000000001,36.894906,-89.302854,5,1,2025-10-12,2025-10-12,5.0
